char_code	char	start	width	advance	glyph_ptr	glyph_data_hex
0x75	u	3	29	4	0x0A37B	008000 000000 008000 000000 00FF80 000040 00FFA0 000040 000020 000010 000000 000010 000000 000010 000000 000010 000000 000020 008000 000040 008080 000000 00FFF0 000000 00FFF0 000000 000010 000000 000010
0x76	v	2	31	3	0x10C63	008000 000000 008000 000000 008000 004000 00A000 005000 00A800 001400 008A00 000500 008280 000140 0000A0 000050 000020 000040 000080 000100 008200 000400 008800 001000 00A000 004000 008000 000000 008000 000000 008000
0x77	w	2	37	3	0x10CC0	008000 000000 008000 000000 00C000 003000 00C800 003600 008900 0006C0 008120 0000D0 000020 000040 000080 000300 000400 000800 001000 002800 001400 000B00 000480 000340 0000A0 000050 000020 0000C0 008100 000600 008800 003000 00C000 000000 008000 000000 008000
0x78	x	2	26	2	0x10D2F	000010 008000 000010 008000 000030 00C000 002050 00C000 003090 008900 001000 008E00 000000 000600 000900 000210 009180 000050 00A080 000070 00C000 000030 008000 000010 008000 000010
0x79	y	4	29	3	0x10D7D	008000 000004 00800A 000004 00800B 004004 00A001 005000 00A801 001400 008A02 000504 008288 000150 0000A0 000040 000080 000100 008200 000400 008800 001000 00A000 004000 008000 000000 008000 000000 008000
0x7A	z	4	22	4	0x10DD4	000010 001820 00E010 000060 00C010 0000C0 008110 000080 008310 000000 008610 000000 008C10 001000 008810 003000 008010 006000 008030 004000 008070 000180
0x7B	{	4	16	4	0x0A579	000800 000000 000800 000000 001C00 002200 1FD5FC 202202 1FC1FC 600003 000000 400001 000000 400001 000000 400001
0x7C	|	7	3	8	0x80A5A9	
0x7D	}	4	16	4	0x0A5AF	400001 000000 400001 000000 400001 000000 600003 1FC1FC 202202 1FD5FC 002200 001C00 000000 000800 000000 000800
0x7E	~	4	21	5	0x80A5DF	
0x7F		0	0	0	0x00000	
0x80		4	27	5	0x0A600	007800 018600 027900 018600 060180 000000 0C00C0 000000 080040 100021 000000 100021 000018 100021 000018 100021 00000C 100023 000004 080022 000040 0C0000 000040 060080 000000 1F8300 000400
0x81		3	29	4	0x10E16	008000 000000 008000 000000 00FF80 100040 28FFA0 100040 280020 100010 000000 000010 000000 000010 000000 000010 000000 000020 008000 100040 288080 100000 28FFF0 100000 00FFF0 000000 000010 000000 000010
0x82		3	23	4	0x10E6D	000F00 001080 002F40 001080 006460 000000 004420 048010 000400 088010 000400 088010 100400 008010 100400 208010 104400 600010 006420 601000 002C20 001040 000C00
0x83		2	27	1	0x10EB2	0000C0 000120 0020C0 081320 006010 101200 006010 108400 200010 008400 200010 408400 200010 408400 200020 008400 200020 10C840 003780 104020 003FD0 080020 000010 000000 000010 000020 000040
0x84		2	27	1	0x10F03	0000C0 000120 0020C0 101320 286010 101200 286010 108400 000010 008400 000010 008400 000010 008400 000020 008400 000020 10C840 283780 104020 283FD0 100020 000010 000000 000010 000020 000040
0x85		2	27	1	0x10F54	0000C0 000120 0020C0 001320 606010 001200 606010 108400 200010 108400 000010 108400 080010 008400 080020 008400 040020 00C840 003780 004020 003FD0 000020 000010 000000 000010 000020 000040
0x86		2	27	1	0x10FA5	0000C0 000120 0020C0 001320 006010 001200 306010 488400 300010 CC8400 000010 848400 000010 848400 000020 CC8400 300020 48C840 303780 004020 003FD0 000020 000010 000000 000010 000020 000040
0x87		3	23	4	0x10FF6	000E00 001100 002E80 001100 0060C0 000000 004040 008021 000000 008021 000018 008021 000018 008021 00000C 008023 000004 00A022 005040 002000 005040 002080 000100
0x88		3	23	4	0x1103B	000F00 001080 082F40 001080 106460 000000 104420 208010 000400 208010 400400 208010 400400 208010 000400 208010 104400 000010 106420 001000 082C20 001040 000C00
0x89		3	23	4	0x11080	000F00 001080 102F40 281080 106460 280000 104420 008010 000400 008010 000400 008010 000400 008010 000400 008010 104400 280010 106420 281000 102C20 001040 000C00
0x8A		3	23	4	0x110C5	000F00 001080 002F40 001080 606460 000000 604420 108010 200400 108010 000400 108010 080400 008010 080400 008010 044400 000010 006420 001000 002C20 001040 000C00
0x8B		2	15	1	0x1110A	108000 280010 108000 280010 108000 000010 00FFE0 000010 00FFE0 000010 100000 280010 100000 280010 100000
0x8C		2	15	1	0x11137	088000 000010 108000 000010 108000 200010 00FFE0 600010 00FFE0 200010 100000 000010 100000 000010 080000
0x8D		2	14	2	0x11164	008000 600010 008000 600010 008000 300010 00FFE0 100010 08FFE0 000010 080000 040010 000000 000010
0x8E		1	33	2	0x1118E	000010 000000 000010 000000 000030 000040 400190 A00200 400410 A01A00 402000 004200 018000 020200 040000 180200 040000 1A0200 058000 024200 01A000 005A00 402410 A01A00 400590 A00240 4001B0 000040 000030 000000 000010 000000 000010
0x8F		1	33	2	0x111F1	000010 000000 000010 000000 000030 000040 000190 000200 000410 001A00 302000 484200 318000 CE0200 000000 840200 000000 860200 018000 CE4200 31A000 485A00 302410 001A00 000590 000240 0001B0 000040 000030 000000 000010 000000 000010
0x90		4	28	4	0x11254	040010 000000 040010 000000 040010 03FFE0 040010 03F7E0 040810 000000 040810 080000 040810 100000 040810 100000 241C10 000000 247F10 400000 240010 C00000 040010 C00000 060030 000000 070070 00C180
0x91		3	35	4	0x112A8	0000C0 002120 0010C0 006320 001010 006200 008010 000400 008010 000400 008010 000400 008020 000400 00C020 002840 005780 002040 001F80 006060 000400 004030 008400 000010 008400 000010 008400 000010 008400 004010 000420 006000 001C20 002040 001C00
0x92		2	36	4	0x11311	000010 000000 000010 000000 000030 000040 000190 000200 000410 001A00 002000 00C200 010000 020200 0C0010 100200 000010 100200 0FFDF0 000000 1FEFF0 001000 100010 001000 100010 001000 100010 003800 100010 00FE00 100010 000000 180030 000000 1E00F0 018300
0x93		2	25	3	0x0ABE2	000F00 001080 002F40 081080 006060 100000 004020 100000 20C030 000000 208010 400000 208010 400000 208010 000000 20C030 100000 004020 100000 006060 081080 002F40 001080 000F00
0x94		2	25	3	0x0AC2D	000F00 001080 002F40 101080 286060 100000 284020 100000 00C030 000000 008010 000000 008010 000000 008010 000000 00C030 100000 284020 100000 286060 101080 002F40 001080 000F00
0x95		2	25	3	0x0AC78	000F00 001080 002F40 001080 606060 000000 604020 100000 20C030 100000 008010 100000 088010 000000 088010 000000 04C030 000000 004020 000000 006060 001080 002F40 001080 000F00
0x96		3	29	4	0x0ACC3	008000 000000 008000 000000 00FF80 080040 00FFA0 100040 000020 100010 200000 000010 200000 400010 200000 400010 200000 000020 208000 100040 008080 100000 00FFF0 080000 00FFF0 000000 000010 000000 000010
0x97		3	29	4	0x0AD1A	008000 000000 008000 000000 00FF80 600040 00FFA0 600040 100020 200010 100000 000010 100000 080010 000000 080010 000000 040020 008000 000040 008080 000000 00FFF0 000000 00FFF0 000000 000010 000000 000010
0x98		4	29	3	0x1137D	008000 000004 00800A 000004 00800B 004004 10A001 285000 10A801 281400 108A02 000504 008288 000150 0000A0 000040 000080 000100 008200 000400 108800 281000 10A000 284000 108000 000000 008000 000000 008000
0x99		3	29	4	0x0ADC8	003C00 00C300 013C80 00C300 4300C0 A00000 460060 A00000 440020 080010 000000 080010 000000 080010 000000 080010 000000 080010 000000 080010 440020 A00000 460060 A00000 4300C0 00C300 013C80 00C300 003C00
0x9A		4	34	4	0x113D4	040000 000000 040000 000000 040000 03FE00 040180 03FE40 440180 A00060 440000 A00020 440010 000000 000010 000000 000010 000000 000010 000000 000010 000000 000010 440020 A00000 440020 A00040 440180 03FE00 040000 000000 040000 000000 040000
0x9B		3	23	4	0x1143A	000F00 001080 002F40 001080 006060 000000 004020 008010 000000 008010 000000 008010 077FEE 008010 000000 008010 000000 00A010 005020 002000 005020 002040 000080
0x9C		3	25	2	0x0AEC4	000040 0020A0 000110 002000 000110 032000 048110 0B6000 048130 087040 100CA0 003340 100C80 002360 100000 002030 100000 002030 140000 0A2030 040000 0A0060 040000 0000C0 000100
0x9D		3	29	4	0x1147F	100000 000000 100000 000000 101200 080000 141200 0A0000 151210 028000 115210 00A000 105210 002DE0 001210 000DE0 001210 002000 105210 008000 111210 020000 141200 080000 101200 000000 100000 000000 100000
0x9E		2	37	3	0x114D6	100010 000000 100010 000000 1FFFF0 000000 1FFFF0 000000 100810 000000 100810 000000 100810 000000 181800 000000 0C3000 03C000 042000 03C000 000000 008000 000000 008000 000000 0FFFC0 000020 1FFFC0 000030 008000 000010 008000 000010 008000 000020 000040 000080
0x9F		2	25	3	0x0AFBD	000004 00000A 000004 00000B 000004 008001 000000 008001 000000 008003 000004 1FFFFA 200004 5FFFF8 200000 C08000 000000 808000 000000 808000 200000 D00000 200000 500000 200000
0xA0		2	27	1	0x11545	0000C0 000120 0020C0 001320 006010 001200 006010 008400 040010 008400 080010 008400 080010 108400 000020 108400 200020 10C840 603780 004020 603FD0 000020 000010 000000 000010 000020 000040
0xA1		2	14	2	0x11596	008000 000010 008000 040010 088000 000010 08FFE0 100010 00FFE0 300010 000000 600010 000000 600010
0xA2		2	25	3	0x0B09B	000F00 001080 002F40 001080 006060 000000 004020 000000 00C030 040000 008010 080000 008010 080000 108010 000000 10C030 200000 104020 600000 006060 601080 002F40 001080 000F00
0xA3		3	29	4	0x115C0	008000 000000 008000 000000 00FF80 000040 00FFA0 000040 000020 000010 040000 000010 080000 000010 080000 100010 000000 100020 208000 100040 608080 000000 60FFF0 000000 00FFF0 000000 000010 000000 000010
0xA4		3	29	4	0x0B13D	008010 000000 008010 000000 00FFF0 080000 10FFF0 000000 301010 002000 204010 000000 304000 008000 100000 008000 180000 008000 080010 008000 184010 002000 105FF0 202000 001FF0 000000 000010 000000 000010
0xA5		2	31	3	0x11617	040010 000000 040010 000000 040010 03FFE0 240010 430000 008010 C10000 00C010 802000 004000 C03000 000800 401000 000C00 600200 000400 200300 040080 600100 0400C0 400020 840000 03FFF0 040000 000000 040000 000000 040000
0xA6		2	27	1	0x11674	000C10 001200 020C10 013200 060110 012000 060110 084000 000110 084000 000110 084000 000110 084000 000210 084000 000210 0C8400 037810 040200 03FD10 000200 000110 000000 000110 000200 000410
0xA7		2	25	3	0x0B23F	00F010 010800 02F410 010800 060610 000000 040210 000000 0C0310 000000 080110 000000 080110 000000 080110 000000 0C0310 000000 040210 000000 060610 010800 02F410 010800 00F010
0xA8		4	21	5	0x116C5	000018 000024 000018 000066 000000 000042 000081 000000 008081 014100 008601 014000 008001 000000 000001 000002 000008 000016 000008 000014 000008
0xA9		5	21	4	0x80B2C9	
0xAA		4	21	5	0x80B2EA	
0xAB		2	25	3	0x11704	001000 000000 001000 000000 001083 408104 001083 40810C 001203 408008 001213 FF8008 001211 FF8022 001211 008002 001360 008083 001140 008087 001000 000000 001000 000000 001000
0xAC		2	25	3	0x0B356	001000 000000 001000 000000 001008 000010 409028 000000 409048 000080 409009 000100 FF9209 000000 FF93FF 000000 0093FF 000000 009009 000000 009009 000000 001000 000000 001000
0xAD		12	5	13	0x0B3A1	00800E 014071 00878E 014071 00800E
0xAE		2	25	3	0x80DE72	
0xAF		3	25	2	0x81174F	
0xB0		0	0	0	0x00000	
0xB1		0	0	0	0x00000	
0xB2		0	0	0	0x00000	
0xB3		0	0	0	0x00000	
0xB4		0	0	0	0x00000	
0xB5		0	0	0	0x00000	
0xB6		0	0	0	0x00000	
0xB7		0	0	0	0x00000	
0xB8		0	0	0	0x00000	
0xB9		0	0	0	0x00000	
0xBA		0	0	0	0x00000	
0xBB		0	0	0	0x00000	
0xBC		0	0	0	0x00000	
0xBD		0	0	0	0x00000	
0xBE		0	0	0	0x00000	
0xBF		0	0	0	0x00000	
0xC0		0	0	0	0x00000	
0xC1		0	0	0	0x00000	
0xC2		0	0	0	0x00000	
0xC3		0	0	0	0x00000	
0xC4		0	0	0	0x00000	
0xC5		0	0	0	0x00000	
0xC6		0	0	0	0x00000	
0xC7		0	0	0	0x00000	
0xC8		0	0	0	0x00000	
0xC9		0	0	0	0x00000	
0xCA		0	0	0	0x00000	
0xCB		0	0	0	0x00000	
0xCC		0	0	0	0x00000	
0xCD		0	0	0	0x00000	
0xCE		0	0	0	0x00000	
0xCF		0	0	0	0x00000	
0xD0		0	0	0	0x00000	
0xD1		0	0	0	0x00000	
0xD2		0	0	0	0x00000	
0xD3		0	0	0	0x00000	
0xD4		0	0	0	0x00000	
0xD5		0	0	0	0x00000	
0xD6		0	0	0	0x00000	
0xD7		0	0	0	0x00000	
0xD8		0	0	0	0x00000	
0xD9		0	0	0	0x00000	
0xDA		0	0	0	0x00000	
0xDB		0	0	0	0x00000	
0xDC		0	0	0	0x00000	
0xDD		0	0	0	0x00000	
0xDE		0	0	0	0x00000	
0xDF		0	0	0	0x00000	
0xE0		4	24	2	0x0DEC0	000780 001840 002780 001860 006000 000030 00C000 000010 008000 000010 008000 000030 008000 000020 004040 000000 007FC0 000020 00FFC0 000030 000000 000010 000000 000020
0xE1		3	23	4	0x0DF08	000008 000000 03FFF8 0C0000 13FFF8 0C0000 300000 000000 200000 000000 2000C0 004120 200080 004010 200000 004010 300000 08E010 170020 08B840 0707A0 001840 000780
0xE2		4	22	4	0x0DF4D	100010 000000 100010 000000 1FFFF0 000000 0FFFE0 100010 000000 100010 000000 100010 000000 100010 000000 100000 000000 100000 000000 180000 000000 1F0000
0xE3		2	25	3	0x0DF8F	008000 000000 008000 000000 008000 007FF0 008000 007FF0 008000 000000 008000 000000 008000 000000 008000 007FC0 008020 007FD0 008020 000010 008000 000010 008000 000020 008040
0xE4		3	23	4	0x0E000	100030 000000 180070 000000 1C00B0 020100 140030 030200 108430 010000 10C830 003000 104030 002000 100030 000000 100030 000000 100030 000000 180070 000000 1F03F0
0xE5		3	26	1	0x0E045	000F00 001080 002F40 001080 006060 000000 004020 008010 000000 008010 000000 008010 000000 008010 000000 00C030 000000 00E060 001080 00AF40 001080 008F00 000000 008000 000000 008000
0xE6		2	26	2	0x0E093	008001 000000 008001 000000 00FFFF 000000 00FFBF 000040 000021 000000 000011 000000 000010 000000 000010 008000 000020 008040 000000 00FFE0 000000 00FFF0 000000 000010 000000 000020
0xE7		3	23	4	0x0E0E1	008000 000000 008000 000000 008000 000000 008000 000000 00FFC0 000020 00FFC0 000030 008000 000010 008000 000010 008000 000010 008000 000020 008040 000000 008000
0xE8		2	25	3	0x0E126	003800 00C600 003800 014500 008200 010100 120090 000000 120090 000000 120090 0DFF60 120090 0DFF60 120090 000000 120090 000000 120090 010100 008200 014500 003800 00C600 003800
0xE9		4	21	5	0x0E171	01FE00 060180 09FE40 060180 182060 000000 102020 200010 002000 200010 002000 200010 002000 200010 102020 000000 182060 060180 09FE40 060180 01FE00
0xEA		3	23	4	0x0E1B0	01E0F0 021000 05E030 021800 0C0430 000000 080230 100000 0001F0 100000 000000 100000 000000 100000 0001F0 100000 080230 000000 0C0430 021800 05E030 021000 01E0F0
0xEB		4	21	5	0x0E1F5	000F00 001080 002F40 001080 0C6060 120000 0CC030 330000 008010 210000 008010 200000 008010 200000 00C030 2C0000 006060 141080 082F40 001080 000F00
0xEC		2	25	3	0x0E234	003C00 004200 00BD00 004200 018180 000000 008100 010080 000000 018180 004200 00BD00 004200 00BD00 004200 018180 000000 010080 008100 000000 018180 004200 00BD00 004200 003C00
0xED		3	23	4	0x0E27F	000F02 001084 002F48 001080 006070 000000 004060 008010 000080 008110 000200 008010 000400 008810 001000 008010 006020 000000 00E060 001080 012F40 021080 040F00
0xEE		4	21	5	0x0E2C4	003F00 004080 00BF40 004080 018C60 000000 018C60 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30
0xEF		4	21	5	0x0E303	00FFF0 030000 04FFF0 030000 080000 040000 080000 100000 080000 100000 080000 100000 080000 100000 080000 040000 080000 030000 04FFF0 030000 00FFF0
